Source Title,Authors,Year,Journal/Publisher,DOI/URL,Database/Source,Citations,Search Keywords
Dynamic Obstacle Avoidance Path Planning of Unmanned Vehicle Based on Improved APF,Ziming Zhang; Ruixuan Jia; Xiaoming Chen; Shuyi Shao,2023,2023 7th International Symposium on Computer Science and Intelligent Control (ISCSIC),https://ieeexplore.ieee.org/document/10409720,IEEE,3,dynamic obstacle avoidance vehicles
Dynamic obstacles avoidance based on image-based dynamic window approach for human-vehicle interaction,Yue Kang; Danilo Alves de Lima; Alessandro Corrêa Victorino,2015,2015 IEEE Intelligent Vehicles Symposium (IV),https://ieeexplore.ieee.org/abstract/document/7225666,google scholar,15,dynamic obstacle avoidance vehicles
Dynamic path planning and replanning for mobile robots using RRT,Devin Connell; Hung Manh La,2017,"2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",https://ieeexplore.ieee.org/document/8122814,IEEE,65,RRT replanning moving obstacles
Dynamic path planning and replanning for mobile robots using RRT,Devin Connell; Hung Manh La,2017,"2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",https://ieeexplore.ieee.org/abstract/document/8122814,google scholar,144,RRT replanning moving obstacles
Dynamic Trajectory Planning and Tracking for Autonomous Vehicle With Obstacle Avoidance Based on Model Predictive Control,Shaosong Li; Zheng Li; Zhixin Yu; Bangcheng Zhang; Niaona Zhang,2019,IEEE Access ( Volume: 7) ,https://ieeexplore.ieee.org/abstract/document/8835033,google scholar,84,dynamic obstacle avoidance vehicles
EB-RRT: Optimal Motion Planning for Mobile Robots,Jiankun Wang; Max Q.-H. Meng; Oussama Khatib,2020,"IEEE Transactions on Automation Science and Engineering ( Volume: 17, Issue: 4, October 2020) ",https://ieeexplore.ieee.org/abstract/document/9082624,google scholar,158,RRT replanning moving obstacles
Efficient and Asymptotically Optimal Vehicle Motion Planning With Stochastic Template-Based RRT*,Shaoyu Yang; Masamichi Shimosaka,2025,IEEE Access ( Volume: 13) ,https://ieeexplore.ieee.org/document/10904464,IEEE,0,kinodynamic RRT autonomous vehicles
Efficient Human-Robot Safety Framework Based on Human Hand Trajectory Prediction and Path Replanning,Xinjie Chen; Hui Zhang; Bo Chen; Kang Li; Yiming Jiang,2024,2024 China Automation Congress (CAC),https://ieeexplore.ieee.org/document/10865387,IEEE,0,RRT replanning moving obstacles
Efficient Motion Planning for Manipulators with Control Barrier Function-Induced Neural Controller,Mingxin Yu; Chenning Yu; M-Mahdi Naddaf-Sh; Devesh Upadhyay; Sicun Gao; Chuchu Fan,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/abstract/document/10610785,google scholar,8,time varying CBF planning
"Efficient perception, planning, and control algorithm for vision-based automated vehicles","Lee, DH.",2024,"Appl Intell 54, 8278–8295",https://link.springer.com/article/10.1007/s10489-024-05610-y,springer,5,safe LQR steering vehicles
Enhancing System-Level Safety in Mixed-Autonomy Platoon via Safe Reinforcement Learning,Jingyuan Zhou; Longhao Yan; Kaidi Yang,2024,IEEE Transactions on Intelligent Vehicles ( Early Access ),https://ieeexplore.ieee.org/document/10462535,IEEE,4,CBF QP autonomous driving
Estimating probability of collision for safe motion planning under Gaussian motion and sensing uncertainty,Sachin Patil; Jur van den Berg; Ron Alterovitz,2012,2012 IEEE International Conference on Robotics and Automation,https://ieeexplore.ieee.org/abstract/document/6224727,google scholar,151,probabilistic safe motion planning
Expert-Guided Kinodynamic RRT Path Planner for Non-Holonomic Robots,José María Sanz; Miguel Hernando; Guillermo Zaragoza; Alberto Brunete,2018,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/document/8593924,IEEE,4,kinodynamic RRT autonomous vehicles
Fast and Safe Path Planning Method for an Autonomous Smart Walker,Luís B.P. Nascimento; Joelson C. Rocha-Júnior; Vitor G. Santos; Diego S. Pereira; Pablo J. Alsina; Anselmo Frizera-Neto,2020,"2020 Latin American Robotics Symposium (LARS), 2020 Brazilian Symposium on Robotics (SBR) and 2020 Workshop on Robotics in Education (WRE)",https://ieeexplore.ieee.org/document/9307026,IEEE,0,probabilistic safe motion planning
"Fast, Safe and Robust Motion Planning for Autonomous Vehicles Based on Robust Control Invariant Tubes","Zhao, M., Shen, T., Wang, F. et al.",2025,"Chin. J. Mech. Eng. 38, 56",https://link.springer.com/article/10.1186/s10033-025-01216-8,springer,0,safe LQR steering vehicles
Feasibility for CBF-Based Optimal Control Using Machine Learning,"Xiao, W., Cassandras, C.G., Belta, C.",2023,Synthesis Lectures on Computer Science.,https://link.springer.com/chapter/10.1007/978-3-031-27576-0_5,springer,0,time varying CBF planning
Fillet-based: A Rapid Convergence Implementation of RRT* for Curvature Constrained Vehicles,"Swedeen, J., Droge, G. & Christensen, R.",2023,"J Intell Robot Syst 108, 68",https://link.springer.com/article/10.1007/s10846-023-01846-x,springer,4,kinodynamic RRT autonomous vehicles
FORESEE: Prediction With Expansion–Compression Unscented Transform for Online Policy Optimization,Hardik Parwana; Albus Fang; Dimitra Panagou,2025,IEEE Transactions on Control Systems Technology ( Early Access ),https://ieeexplore.ieee.org/document/11022968,IEEE,0,CBF gain parameter tuning
Frequency response of swarm deformation with control barrier function,"Origane, Y., Hattori, Y. & Kurabayashi, D.",2022,"Artif Life Robotics 27, 248–254",https://link.springer.com/article/10.1007/s10015-022-00745-y,springer,0,CBF gain parameter tuning
Future-Focused Control Barrier Functions for Autonomous Vehicle Control,Mitchell Black; Mrdjan Jankovic; Abhishek Sharma; Dimitra Panagou,2023,2023 American Control Conference (ACC),https://ieeexplore.ieee.org/abstract/document/10156163,google scholar,17,control barrier function autonomous
Fuzzy Kinodynamic RRT: a Dynamic Path Planning and Obstacle Avoidance Method,Long Chen; Iraj Mantegh; Tong He; Wenfang Xie,2020,2020 International Conference on Unmanned Aircraft Systems (ICUAS),https://ieeexplore.ieee.org/abstract/document/9213964,google scholar,29,kinodynamic RRT autonomous vehicles
Global and local path planning of robots combining ACO and dynamic window algorithm,"Lu, Y., Da, C.",2025,"Sci Rep 15, 9452",https://link.springer.com/article/10.1038/s41598-025-93571-8,springer,2,safe LQR RRT planning
"Horizon-based lazy optimal RRT for fast, efficient replanning in dynamic environment","Ying Chen, Zhen He & Shunli Li",2019,Autonomous Robots,https://link.springer.com/article/10.1007/s10514-019-09879-8,google scholar,28,RRT replanning moving obstacles
HPO-RRT*: a sampling-based algorithm for UAV real-time path planning in a dynamic environment,"Guo, Y., Liu, X., Jia, Q. et al.",2023," Complex Intell. Syst. 9, 7133–7153",https://link.springer.com/article/10.1007/s40747-023-01115-2,springer,23,RRT replanning moving obstacles
Human Assist Control of Electric Wheelchair Using Zeroing Control Barrier Function for Non-autonomous System,Sosuke Sugimoto; Haruto Aoki; Hisakazu Nakamura,2023,2023 62nd Annual Conference of the Society of Instrument and Control Engineers (SICE),https://ieeexplore.ieee.org/document/10354090,IEEE,1,control barrier function autonomous
Humanoid Robot Motion Planning Approaches: a Survey,"de Lima, C.R., Khan, S.G., Tufail, M. et al.",2024,"J Intell Robot Syst 110, 86",https://link.springer.com/article/10.1007/s10846-024-02117-z,springer,5,probabilistic safe motion planning
Hybrid Trajectory Replanning-Based Dynamic Obstacle Avoidance for Physical Human-Robot Interaction,"Li, S., Han, K., Li, X. et al.",2021," J Intell Robot Syst 103, 41",https://link.springer.com/article/10.1007/s10846-021-01510-2,springer,17,RRT replanning moving obstacles
Improved A* Algorithm and Dynamic Obstacle Avoidance Method for Path Planning and Self- Positioning of Autonomous Guided Vehicles,Yingrui Wang; Junting Meng; Dong Zhang; Xiaoqi Chen,2024,2024 International Conference on Intelligent Robotics and Automatic Control (IRAC),https://ieeexplore.ieee.org/document/10871658,IEEE,0,dynamic obstacle avoidance vehicles
Incremental Bayesian Learning for Fail-Operational Control in Autonomous Driving,Lei Zheng; Rui Yang; Zengqi Peng; Wei Yan; Michael Yu Wang; Jun Ma,2024,2024 European Control Conference (ECC),https://ieeexplore.ieee.org/document/10590988,IEEE,0,CBF QP autonomous driving
Integrated Controller Design for Path Following in Autonomous Vehicles (2011-01-1032),Ronald Jurgen,2013,SAE,https://ieeexplore.ieee.org/document/8505314,IEEE,0,safe LQR steering vehicles
Integrated optimal dynamics control of 4WS4WD electric ground vehicles with tire-road frictional coefficient estimation,Chuan Hu; Rongrong Wang; Zejiang Wang; Mohammed Chadli; Fengjun Yan,2015,2015 American Control Conference (ACC),https://ieeexplore.ieee.org/document/7172188,IEEE,6,safe LQR steering vehicles
Integration of Particle Swarm Optimization and Sliding Mode Control: A Comprehensive Review,"Sathisha Shetty, Kareem, A., Aithal, G.",2023,"Lecture Notes in Electrical Engineering, vol 1062.",https://link.springer.com/chapter/10.1007/978-981-99-4444-6_15,springer,0,CBF gain parameter tuning
Intelligent vehicle lateral control strategy research based on feedforward + predictive LQR algorithm with GA optimisation and PID compensation,"Zheng, Za., Ye, Z. & Zheng, X.",2024,"Sci Rep 14, 22317",https://link.springer.com/article/10.1038/s41598-024-72960-5,springer,3,safe LQR steering vehicles
Kinodynamic Motion Planning for Autonomous Vehicles,Jiwung Choi,2014,International Journal of Advanced Robotic Systems,https://doi.org/10.5772/58683,google scholar,20,kinodynamic RRT autonomous vehicles
Kinodynamic RRT*: Asymptotically optimal motion planning for robots with linear dynamics,Dustin J. Webb; Jur van den Berg,2013,2013 IEEE International Conference on Robotics and Automation,https://ieeexplore.ieee.org/abstract/document/6631299,google scholar,557,kinodynamic RRT autonomous vehicles
Lane-Change Collision Avoidance Control for Automated Vehicles with Control Barrier Functions,"Ding, Y., Zhong, H., Qian, Y. et al.",2023," Int.J Automot. Technol. 24, 739–748",https://link.springer.com/article/10.1007/s12239-023-0061-2,springer,6,CBF QP autonomous driving
Learned Critical Probabilistic Roadmaps for Robotic Motion Planning,Brian Ichter; Edward Schmerling; Tsang-Wei Edward Lee; Aleksandra Faust,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/abstract/document/9197106,google scholar,109,probabilistic safe motion planning
Lipid metabolism and MAPK-ICE1 cascade play crucial roles in cold tolerance of banana,"Wu, S., Hu, C., Zhang, S. et al.",2024,"HORTIC. ADV. 2, 8",https://link.springer.com/article/10.1007/s44281-024-00028-5,springer,5,CBF gain parameter tuning
"Locally efficient path planning in an uncertain, dynamic environment using a probabilistic model",R. Sharma,1992,"IEEE Transactions on Robotics and Automation ( Volume: 8, Issue: 1, February 1992) ",https://ieeexplore.ieee.org/document/127244,IEEE,27,probabilistic safe motion planning
LPM-Net: A Data-Driven Resource-Efficient Predictive Motion Planner for Mobile Robots,"Amirhosseini, F., Nilforoushan, Z. & Leili Mirtaheri",2025,"Neural Process Lett 57, 5",https://link.springer.com/article/10.1007/s11063-024-11671-4,springer,0,kinodynamic RRT autonomous vehicles
LQR-based Cooperative Path Following of Multiple UAVs with Collision Avoidance,Nishant Mohanty; Akshath Singhal; T.K. Dan; P.B. Sujit,2019,2019 Sixth Indian Control Conference (ICC),https://ieeexplore.ieee.org/document/9123200,IEEE,2,safe LQR steering vehicles
LQR-CBF-RRT*: Safe and Optimal Motion Planning,"Guang Yang, Mingyu Cai, Ahmad Ahmad, Amanda Prorok, Roberto Tron, Calin Belta",2023,arXiv preprint arXiv:2304.00790,https://arxiv.org/abs/2304.00790#,google scholar,16,safe LQR RRT planning
LQR-RRT*: Optimal sampling-based motion planning with automatically derived extension heuristics,"A. Perez, R. Platt, G. Konidaris, L. Kaelbling and T. Lozano-Perez",2012,2012 IEEE International Conference on Robotics and Automation,https://ieeexplore.ieee.org/abstract/document/6225177,google scholar,343,safe LQR RRT planning
Mobile robot motion planning considering the motion uncertainty of moving obstacles,J. Miura; H. Uozumi; Y. Shirai,1999,"IEEE SMC'99 Conference Proceedings. 1999 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.99CH37028)",https://ieeexplore.ieee.org/document/812488,IEEE,10,probabilistic safe motion planning
Model-free Adaptive Iterative Learning Control for Nonlinear Systems With Time-varying Constraints,"Wei, Y., Zhang, YQ., Dong, ZY. et al.",2025," Int. J. Control Autom. Syst. 23, 935–944",https://link.springer.com/article/10.1007/s12555-024-0349-7,springer,1,time varying CBF planning
Model-Free Safety Critical Model Predictive Control for Mobile Robot in Dynamic Environments,Minh-Nhat Nguyen; Mien Van; Stephen McIlvanna; Yuzhu Sun; Jack Close; Kabirat Olayemi,2024,"IEEE Transactions on Intelligent Vehicles ( Volume: 9, Issue: 11, November 2024) ",https://ieeexplore.ieee.org/document/10502261,IEEE,2,time varying CBF planning
Motion Control of an Autonomous Underwater Vehicle for Maritime Surveillance ,Anastasia Costanza Aiassa,2024,Corso di laurea magistrale in Mechatronic Engineering (Ingegneria Meccatronica),https://webthesis.biblio.polito.it/35217/,google scholar,0,LQR CBF RRT-star vehicles
Motion Planning and Control for On-Orbit Assembly using LQR-RRT* and Nonlinear MPC,"Bryce Doerr, Richard Linares",2020,arXiv preprint arXiv:2008.02846,https://doi.org/10.48550/arXiv.2008.02846,google scholar,17,safe LQR RRT planning
Motion Planning and Path Following for Autonomous Navigation and Reversing of a Full-Scale Mining Truck and Trailer System,"Aydemir, E., Unel, M.",2025,"Int.J Automot. Technol. 26, 595–606",https://link.springer.com/article/10.1007/s12239-024-00174-9,springer,0,safe LQR RRT planning
Motion Planning and Pose Control for Flexible Spacecraft Using Enhanced LQR-RRT*,Xilin Zhong; Zhengtao Wei; Ti Chen,2024,"IEEE Transactions on Aerospace and Electronic Systems ( Volume: 59, Issue: 6, December 2023) ",https://ieeexplore.ieee.org/abstract/document/10234103,google scholar,7,safe LQR RRT planning
Motion Primitives Based Kinodynamic RRT for Autonomous Vehicle Navigation in Complex Environments,"Shubham Kedia, Sambhu Harimanas Karumanchi",2022,IROS Workshop 2022,https://doi.org/10.48550/arXiv.2210.11652,google scholar,1,kinodynamic RRT autonomous vehicles
Moving Horizon path planning for intelligent vehicle oriented to dynamic obstacle avoidance,Jiaqi Han; Maoyuan Cui; Ying Lv; Kewang Liu; Qikun Dai; Hongyan Guo,2022,2022 6th CAA International Conference on Vehicular Control and Intelligence (CVCI),https://ieeexplore.ieee.org/document/9965184,IEEE,2,dynamic obstacle avoidance vehicles
MP-RRT#: a Model Predictive Sampling-based Motion Planning Algorithm for Unmanned Aircraft Systems,"Primatesta, S., Osman, A. & Rizzo, A.",2021,"J Intell Robot Syst 103, 59",https://link.springer.com/article/10.1007/s10846-021-01501-3,springer,10,safe LQR RRT planning
MPC-CBF Strategy for Multi-Robot Collision-Free Path-Following,Arthur Da C. Vangasse; Guilherme V. Raffo; Luciano C. A. Pimenta,2023,"2023 Latin American Robotics Symposium (LARS), 2023 Brazilian Symposium on Robotics (SBR), and 2023 Workshop on Robotics in Education (WRE)",https://ieeexplore.ieee.org/document/10332984,IEEE,2,time varying CBF planning
Multi-AMR Obstacle Avoidance Algorithm Based on Improved MATD3,"Li, Z., Zhang, Y., Yin, C., Liu, X.",2025,Proceedings of the 2nd International Conference on the Frontiers of Robotics and Software Engineering ,https://link.springer.com/chapter/10.1007/978-981-96-3013-4_23,springer,0,time varying CBF planning
Multi-rotor UAV path planning based on Model Predictive Control and Control Barrier Function,Shengxi Li; Yang Chen; Yanhua Yang,2024,2024 36th Chinese Control and Decision Conference (CCDC),https://ieeexplore.ieee.org/document/10587478,IEEE,1,control barrier function autonomous
Multipartite RRTs for Rapid Replanning in Dynamic Environments,Matt Zucker; James Kuffner; Michael Branicky,2007,Proceedings 2007 IEEE International Conference on Robotics and Automation,https://ieeexplore.ieee.org/abstract/document/4209317,google scholar,373,RRT replanning moving obstacles
Navigating the Noise: A CBF Approach for Nonlinear Control with Integral Constraints,Idris Seidu; Roberto Tron,2024,2024 IEEE 63rd Conference on Decision and Control (CDC),https://ieeexplore.ieee.org/document/10886603,IEEE,0,time varying CBF planning
Neural Network Approximation Based Near-Optimal Motion Planning With Kinodynamic Constraints Using RRT,Yang Li; Rongxin Cui; Zhijun Li; Demin Xu,2018,"IEEE Transactions on Industrial Electronics ( Volume: 65, Issue: 11, November 2018) ",https://ieeexplore.ieee.org/document/8316983,IEEE,109,kinodynamic RRT autonomous vehicles
Neural Network Approximation Based Near-Optimal Motion Planning With Kinodynamic Constraints Using RRT,Yang Li; Rongxin Cui; Zhijun Li; Demin Xu,2018,"IEEE Transactions on Industrial Electronics ( Volume: 65, Issue: 11, November 2018) ",https://ieeexplore.ieee.org/abstract/document/8316983,google scholar,146,kinodynamic RRT autonomous vehicles
NMPC formation control for heterogeneous multi-air vehicles with obstacle avoidance and connectivity maintenance,"Ghaderi, F., Toloei, A. & Ghasemi, R.",2025, Intel Serv Robotics 18,https://link.springer.com/article/10.1007/s11370-024-00560-3,springer,1,dynamic obstacle avoidance vehicles
OA-PINN: Efficient Obstacle Avoidance for Autonomous Vehicle Safety with Physics-Informed Neural Networks,Rudrashis Majumder; Sri Siddarth Chakaravarthy; Samahith S A; Suresh Sundaram; Hemanth Patel,2024,"2024 IEEE International Conference on Electronics, Computing and Communication Technologies (CONECCT)",https://ieeexplore.ieee.org/document/10677289,IEEE,0,CBF QP autonomous driving
Obstacle Avoidance for Low-Speed Autonomous Vehicles With Barrier Function,Yuxiao Chen; Huei Peng; Jessy Grizzle,2018,"IEEE Transactions on Control Systems Technology ( Volume: 26, Issue: 1, January 2018) ",https://ieeexplore.ieee.org/abstract/document/7864310,google scholar,222,control barrier function autonomous
Obstacle avoidance of autonomous vehicles based on model predictive control,"J-M Park, D-W Kim, Y-S Yoon, H J Kim, and K-S Yi",2009,"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering.",https://doi.org/10.1243/09544070JAUTO1149,google scholar,164,dynamic obstacle avoidance vehicles
OBSTACLE AVOIDANCE PATH PLANNING FOR INTELLIGENT VEHICLES BASED ON SPARROW POTENTIAL FIELD IN MULTI-TYPE SCENARIOS,"Chen, Q., Pi, S., Jiang, Z.",2024, International Journal of Automotive Technology,https://link.springer.com/article/10.1007/s12239-024-00149-w,springer,0,dynamic obstacle avoidance vehicles
Obstacle Avoidance Planning for Autonomous Vehicles Based on Neural Network-centric Path Sampling,Youngmin Yoon & Ara Jo,2025," International Journal of Control, Automation and Systems",https://link.springer.com/article/10.1007/s12555-024-0697-3,springer,1,dynamic obstacle avoidance vehicles
Obstacle guided RRT path planner with region classification for changing environments,Hong Liu; Kai Rao; Fang Xiao,2013,2013 IEEE International Conference on Robotics and Biomimetics (ROBIO),https://ieeexplore.ieee.org/document/6739453,IEEE,0,RRT replanning moving obstacles
On robust controllers for active steering systems of articulated heavy vehicles,"Shenjin Zhu, Yuping He and Jing Ren",2018,"International Journal of Heavy Vehicle SystemsVol. 26, No. 1",https://doi.org/10.1504/IJHVS.2019.097108,google scholar,21,safe LQR steering vehicles
Online Adaptation for Safe Control of Constrained Dynamical Systems,"Parwana, Hardik",2025,Dissertation,https://dx.doi.org/10.7302/25493,google scholar,0,CBF gain parameter tuning
Online Automatic Gain Tuning for Geometric Attitude Control,Bee Vang; Roberto Tron,2022,2022 American Control Conference (ACC),https://ieeexplore.ieee.org/abstract/document/9867873,google scholar,0,CBF gain parameter tuning
Online Mapping and Motion Planning Under Uncertainty for Safe Navigation in Unknown Environments,Èric Pairet; Juan David Hernández; Marc Carreras; Yvan Petillot; Morteza Lahijanian,2021,"IEEE Transactions on Automation Science and Engineering ( Volume: 19, Issue: 4, October 2022)",https://ieeexplore.ieee.org/document/9610137,IEEE,28,probabilistic safe motion planning
Online Parallel Optimization Motion Planner for Robots Under Moving Obstacle Circumstances,"Wang, C., Zhao, S., Zheng, T., Cai, H., Zhu, Y.",2025,Intelligent Robotics and Applications.,https://link.springer.com/chapter/10.1007/978-981-96-0798-3_17,springer,0,RRT replanning moving obstacles
Online RRT* and online FMT*: Rapid replanning with dynamic cost,Bryant Chandler; Michael A. Goodrich,2017,2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/document/8206535,IEEE,28,RRT replanning moving obstacles
Online RRT* and online FMT*: Rapid replanning with dynamic cost,Bryant Chandler; Michael A. Goodrich,2017,2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/abstract/document/8206535,google scholar,49,RRT replanning moving obstacles
Optimal kinodynamic planning for autonomous vehicles,"Sakçak, Basak",2018,,https://www.politesi.polimi.it/handle/10589/137763,google scholar,6,kinodynamic RRT autonomous vehicles
Optimal Parameter Adaptation for Safety-Critical Control via Safe Barrier Bayesian Optimization,Shengbo Wang; Ke Li; Zheng Yan; Zhenyuan Guo; Song Zhu; Guanghui Wen,2025,IEEE Transactions on Control Systems Technology ( Early Access ),https://ieeexplore.ieee.org/abstract/document/10982112,google scholar,0,CBF gain parameter tuning
Output Constrained Control Based Barrier Lyapunov Functions for Lateral Dynamics of Autonomous Vehicles,"Nguyen, V.T. et al.",2025,"ICAMCS 2024. Lecture Notes in Networks and Systems, vol 1311. Springer, Cham.",https://link.springer.com/chapter/10.1007/978-3-031-90606-0_39,springer,0,control barrier function autonomous
Output constraint control on path following of four-wheel independently actuated autonomous vehicles,Chuan Hu; Rongrong Wang; Fengjun Yan; Mohammed Chadli; Nan Chen,2015,2015 American Control Conference (ACC),https://ieeexplore.ieee.org/document/7170782,IEEE,10,safe LQR steering vehicles
Parameter Prediction of Control Barrier Function Parameters for Robotic Manipulator Obstacle Avoidance,Stephen McIlvanna; Mien Van; Yuzhu Sun; Nhat Nguyen Minh; Wasif Naeem,2023,IECON 2023- 49th Annual Conference of the IEEE Industrial Electronics Society,https://ieeexplore.ieee.org/abstract/document/10312139,google scholar,0,CBF gain parameter tuning
Path Tracking for Self-driving Cars: Stanley and LQR Controllers Comparison,"Bousskoul, A.E., Ouachtouk, I., Elmahjoub, A.A.",2025,Innovative Technologies on Electrical Power Systems for Smart Cities Infrastructure. ICESST 2024. Sustainable Civil Infrastructures.,https://link.springer.com/chapter/10.1007/978-3-031-86705-7_31,springer,0,safe LQR steering vehicles
PiP-X: Funnel-Based Online Feedback Motion Planning/Replanning in Dynamic Environments,"Jaffar, M.K.M., Otte, M.",2022,"Algorithmic Foundations of Robotics XV. WAFR 2022. Springer Proceedings in Advanced Robotics, vol 25.",https://link.springer.com/chapter/10.1007/978-3-031-21090-7_9,springer,5,RRT replanning moving obstacles
PiP-X: Funnel-Based Online Feedback Motion Planning/Replanning in Dynamic Environments,"Jaffar, M.K.M., Otte, M.",2023,"Springer Proceedings in Advanced Robotics, vol 25. Springer",https://link.springer.com/chapter/10.1007/978-3-031-21090-7_9,springer,5,safe LQR RRT planning
Planning of multiple autonomous vehicles using RRT,Rahul Kala; Kevin Warwick,2011,2011 IEEE 10th International Conference on Cybernetic Intelligent Systems (CIS),https://ieeexplore.ieee.org/abstract/document/6169129,google scholar,45,kinodynamic RRT autonomous vehicles
Polygonal Cone Control Barrier Functions (PolyC2BF) for Safe Navigation in Cluttered Environments,Manan Tayal; Shishir Kolathaya,2024,2024 European Control Conference (ECC),https://ieeexplore.ieee.org/abstract/document/10591026,google scholar,0,LQR CBF RRT-star vehicles
Potential-informed path planning with control barrier functions,"Li, S., Yang, J., Yuan, S. et al.",2025, Intel Serv Robotic,https://link.springer.com/article/10.1007/s11370-025-00618-w,springer,0,safe LQR RRT planning
Predictive Synthesis of Control Barrier Functions and its Application to Time-Varying Constraints,"Adrian Wiltz, Dimos V. Dimarogonas",2025,arXiv preprint arXiv:2504.15830.,https://doi.org/10.48550/arXiv.2504.15830,google scholar,0,time varying CBF planning
Preoperative path planning of craniotomy surgical robot based on improved MDP-LQR-RRT* algorithm,"Zhenzhong Liu, Mingyang Li, Runfeng Zhang, Guobin Zhang, Shilei Han, Kelong Chen",2025,"Biomedical Signal Processing and Control
Volume 105, July 2025, 107647",https://doi.org/10.1016/j.bspc.2025.107647,google scholar,2,safe LQR RRT planning
Prescribed-Time Safety Control for Unknown Systems and Its Application to Robotic Manipulator,Sihua Zhang; Di-Hua Zhai; Yuhan Xiong; Yuanqing Xia,2024,IEEE Transactions on Automation Science and Engineering ( Volume: 22) ,https://ieeexplore.ieee.org/document/10805754,IEEE,1,time varying CBF planning
Probabilistic Planning With Comprehensive Reactive Safety,Fang Da,2025,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 26, Issue: 7, July 2025)",https://ieeexplore.ieee.org/abstract/document/11015829,google scholar,0,probabilistic safe motion planning
Probabilistic prediction based automated driving motion planning algorithm for lane change,Heungseok Chae; Myungsu Lee; Kyongsu Yi,2017,"2017 17th International Conference on Control, Automation and Systems (ICCAS)",https://ieeexplore.ieee.org/document/8204250,IEEE,5,probabilistic safe motion planning
Probabilistically safe motion planning to avoid dynamic obstacles with uncertain motion patterns,"Aoude, G.S., Luders, B.D., Joseph, J.M. et al.",2013," Auton Robot 35, 51–76 (2013)",https://doi.org/10.1007/s10514-013-9334-3,google scholar,364,probabilistic safe motion planning
Provably Safe and Efficient Motion Planning with Uncertain Human Dynamics,"Shen Li, Nadia Figueroa, Ankit Shah, Julie A. Shah",2021,Robotics: Science and Systems Foundation,https://hdl.handle.net/1721.1/145785,google scholar,30,probabilistic safe motion planning
Provably-correct stochastic motion planning with safety constraints,Chanyeol Yoo; Robert Fitch; Salah Sukkarieh,2013,2013 IEEE International Conference on Robotics and Automation,https://ieeexplore.ieee.org/abstract/document/6630692,google scholar,30,probabilistic safe motion planning
RADAR-Based Safe Pull-Over of Autonomous Racing Cars in Localization Failure Scenarios,Francesco Prignoli; Paolo Falcone; Ayoub Raji; Marko Bertogna,2024,2024 European Control Conference (ECC),https://ieeexplore.ieee.org/document/10591321,IEEE,1,safe LQR steering vehicles
Randomised kinodynamic motion planning for an autonomous vehicle in semi-structured agricultural areas,"Elbanhawi, Mohamed, and Milan Simic.",2014,Biosystems Engineering 126,https://www.sciencedirect.com/science/article/abs/pii/S1537511014001226,google scholar,33,kinodynamic RRT autonomous vehicles
Randomized Bidirectional B-Spline Parameterization Motion Planning,Mohamed Elbanhawi; Milan Simic; Reza Jazar,2015,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 17, Issue: 2, February 2016) ",https://ieeexplore.ieee.org/document/7274361,IEEE,62,kinodynamic RRT autonomous vehicles
Rapidly Exploring Random Trees with Physics-Informed Neural Networks for Constrained Energy-Optimal Rendezvous Problems,"Drozd, K., Furfaro, R. & Mortari, D.",2024," J Astronaut Sci 71, 9",https://link.springer.com/article/10.1007/s40295-023-00426-3,springer,3,safe LQR RRT planning
Rate-Tunable Control Barrier Functions: Methods and Algorithms for Online Adaptation,"Hardik Parwana, Dimitra Panagou",2023,arXiv:2303.12966,https://doi.org/10.48550/arXiv.2303.12966,google scholar,3,CBF gain parameter tuning
Reactive motion planning with probabilisticsafety guarantees,"Yuxiao Chen, Ugo Rosolia, Chuchu Fan, Aaron Ames, Richard Murray",2020,Proceedings of the 2020 Conference on Robot Learning,https://proceedings.mlr.press/v155/chen21e.html,google scholar,36,probabilistic safe motion planning
Real-Time Long Range Trajectory Replanning for MAVs in the Presence of Dynamic Obstacles,Geesara Kulathunga; Roman Fedorenko; Sergey Kopylov; Alexandr Klimehik,2020,2020 5th Asia-Pacific Conference on Intelligent Robot Systems (ACIRS),https://ieeexplore.ieee.org/document/9162605,IEEE,7,RRT replanning moving obstacles
Receding-Horizon Reinforcement Learning Approach for Kinodynamic Motion Planning of Autonomous Vehicles,Xinglong Zhang; Yan Jiang; Yang Lu; Xin Xu,2022,"IEEE Transactions on Intelligent Vehicles ( Volume: 7, Issue: 3, September 2022) ",https://ieeexplore.ieee.org/document/9756946,IEEE,34,kinodynamic RRT autonomous vehicles
